Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-09-08 00:00:00+10:00,41.630001068115234,41.790000915527344,41.310001373291016,41.369998931884766,7131110,0.0,0.0
2025-09-09 00:00:00+10:00,41.130001068115234,41.18000030517578,40.70000076293945,40.970001220703125,11339058,0.0,0.0
2025-09-10 00:00:00+10:00,40.31999969482422,40.560001373291016,40.18000030517578,40.459999084472656,7263768,0.0,0.0
2025-09-11 00:00:00+10:00,40.29999923706055,40.47999954223633,40.150001525878906,40.27000045776367,5904258,0.0,0.0
2025-09-12 00:00:00+10:00,40.619998931884766,40.88999938964844,40.459999084472656,40.810001373291016,5093254,0.0,0.0
2025-09-15 00:00:00+10:00,40.75,40.849998474121094,40.375,40.58000183105469,4485886,0.0,0.0
2025-09-16 00:00:00+10:00,40.91999816894531,41.13999938964844,40.77000045776367,40.77000045776367,7464437,0.0,0.0
2025-09-17 00:00:00+10:00,40.41999816894531,40.619998931884766,40.1349983215332,40.310001373291016,7379291,0.0,0.0
2025-09-18 00:00:00+10:00,40.0,40.189998626708984,39.880001068115234,39.970001220703125,7823281,0.0,0.0
2025-09-19 00:00:00+10:00,39.77000045776367,40.20000076293945,39.29999923706055,39.63999938964844,22847291,0.0,0.0
2025-09-22 00:00:00+10:00,39.650001525878906,40.34000015258789,39.56999969482422,40.029998779296875,7393512,0.0,0.0
2025-09-23 00:00:00+10:00,40.29999923706055,40.689998626708984,40.07500076293945,40.220001220703125,6219232,0.0,0.0
2025-09-24 00:00:00+10:00,40.45000076293945,40.470001220703125,40.0,40.2400016784668,7179771,0.0,0.0
2025-09-25 00:00:00+10:00,40.9900016784668,41.88999938964844,40.900001525878906,41.66999816894531,12092384,0.0,0.0
2025-09-26 00:00:00+10:00,42.380001068115234,42.66999816894531,42.08000183105469,42.220001220703125,10922787,0.0,0.0
2025-09-29 00:00:00+10:00,41.79999923706055,41.9900016784668,41.5099983215332,41.90999984741211,9744918,0.0,0.0
2025-09-30 00:00:00+10:00,42.75,42.939998626708984,42.529998779296875,42.529998779296875,12591714,0.0,0.0
2025-10-01 00:00:00+10:00,42.04999923706055,42.119998931884766,41.41999816894531,41.470001220703125,11041231,0.0,0.0
2025-10-02 00:00:00+10:00,41.900001525878906,42.334999084472656,41.84000015258789,41.939998626708984,7075579,0.0,0.0
2025-10-03 00:00:00+10:00,41.900001525878906,42.20000076293945,41.79499816894531,42.08000183105469,4996434,0.0,0.0
2025-10-06 00:00:00+11:00,42.0,42.15999984741211,41.79999923706055,41.900001525878906,5359965,0.0,0.0
