Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-09-08 00:00:00+10:00,33.060001373291016,33.099998474121094,32.79999923706055,32.95000076293945,5558528,0.0,0.0
2025-09-09 00:00:00+10:00,33.279998779296875,33.279998779296875,32.650001525878906,32.880001068115234,5204803,0.0,0.0
2025-09-10 00:00:00+10:00,33.040000915527344,33.52000045776367,33.0,33.369998931884766,5932888,0.0,0.0
2025-09-11 00:00:00+10:00,33.20000076293945,33.2400016784668,32.689998626708984,32.84000015258789,4510478,0.0,0.0
2025-09-12 00:00:00+10:00,33.099998474121094,33.290000915527344,32.79999923706055,33.189998626708984,9856648,0.0,0.0
2025-09-15 00:00:00+10:00,32.97999954223633,33.209999084472656,32.86000061035156,32.9900016784668,3564283,0.0,0.0
2025-09-16 00:00:00+10:00,32.880001068115234,32.95500183105469,32.59000015258789,32.779998779296875,6112004,0.0,0.0
2025-09-17 00:00:00+10:00,32.65999984741211,32.90999984741211,32.59000015258789,32.88999938964844,4957986,0.0,0.0
2025-09-18 00:00:00+10:00,33.060001373291016,33.099998474121094,32.78499984741211,32.86000061035156,5249844,0.0,0.0
2025-09-19 00:00:00+10:00,32.709999084472656,33.08000183105469,32.68000030517578,33.04999923706055,13659569,0.0,0.0
2025-09-22 00:00:00+10:00,33.04999923706055,33.130001068115234,32.80500030517578,33.02000045776367,4246300,0.0,0.0
2025-09-23 00:00:00+10:00,33.0099983215332,33.459999084472656,32.880001068115234,33.27000045776367,4379724,0.0,0.0
2025-09-24 00:00:00+10:00,33.20000076293945,33.25,32.459999084472656,32.66999816894531,5686706,0.0,0.0
2025-09-25 00:00:00+10:00,32.619998931884766,32.8650016784668,32.505001068115234,32.779998779296875,4428293,0.0,0.0
2025-09-26 00:00:00+10:00,32.720001220703125,33.11000061035156,32.59000015258789,32.83000183105469,4287005,0.0,0.0
2025-09-29 00:00:00+10:00,33.09000015258789,33.40999984741211,32.970001220703125,33.38999938964844,6114048,0.0,0.0
2025-09-30 00:00:00+10:00,33.38999938964844,33.38999938964844,33.0,33.209999084472656,5133057,0.0,0.0
2025-10-01 00:00:00+10:00,33.04999923706055,33.279998779296875,32.880001068115234,33.279998779296875,3586190,0.0,0.0
2025-10-02 00:00:00+10:00,33.47999954223633,34.099998474121094,33.38999938964844,33.93000030517578,5110273,0.0,0.0
2025-10-03 00:00:00+10:00,33.93000030517578,34.25,33.7599983215332,34.20000076293945,4435375,0.0,0.0
2025-10-06 00:00:00+11:00,34.279998779296875,34.40999984741211,33.91999816894531,34.02000045776367,2481642,0.0,0.0
