Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-09-08 10:00:00+10:00,42.81999969482422,42.94499969482422,42.560001373291016,42.834999084472656,0,0.0,0.0
2025-09-08 11:00:00+10:00,42.84000015258789,43.08000183105469,42.77000045776367,42.790000915527344,737102,0.0,0.0
2025-09-08 12:00:00+10:00,42.78499984741211,42.88999938964844,42.66999816894531,42.85499954223633,253766,0.0,0.0
2025-09-08 13:00:00+10:00,42.85499954223633,42.900001525878906,42.810001373291016,42.84000015258789,194867,0.0,0.0
2025-09-08 14:00:00+10:00,42.845001220703125,42.849998474121094,42.63999938964844,42.71500015258789,304605,0.0,0.0
2025-09-08 15:00:00+10:00,42.71500015258789,42.81999969482422,42.619998931884766,42.81999969482422,241909,0.0,0.0
2025-09-08 16:00:00+10:00,42.84000015258789,42.84000015258789,42.75,42.75,980506,0.0,0.0
2025-09-09 10:00:00+10:00,42.709999084472656,42.7400016784668,42.34000015258789,42.65999984741211,0,0.0,0.0
2025-09-09 11:00:00+10:00,42.65999984741211,42.81999969482422,42.599998474121094,42.709999084472656,615157,0.0,0.0
2025-09-09 12:00:00+10:00,42.720001220703125,42.970001220703125,42.68000030517578,42.689998626708984,331473,0.0,0.0
2025-09-09 13:00:00+10:00,42.685001373291016,42.790000915527344,42.625,42.69499969482422,128661,0.0,0.0
2025-09-09 14:00:00+10:00,42.69499969482422,42.790000915527344,42.540000915527344,42.779998779296875,211656,0.0,0.0
2025-09-09 15:00:00+10:00,42.779998779296875,42.900001525878906,42.720001220703125,42.849998474121094,386276,0.0,0.0
2025-09-09 16:00:00+10:00,42.779998779296875,42.779998779296875,42.779998779296875,42.779998779296875,0,0.0,0.0
2025-09-10 10:00:00+10:00,42.92499923706055,43.38999938964844,42.84000015258789,43.279998779296875,921781,0.0,0.0
2025-09-10 11:00:00+10:00,43.27000045776367,43.400001525878906,43.2400016784668,43.36000061035156,241643,0.0,0.0
2025-09-10 12:00:00+10:00,43.349998474121094,43.4900016784668,43.34000015258789,43.43000030517578,265418,0.0,0.0
2025-09-10 13:00:00+10:00,43.439998626708984,43.5,43.310001373291016,43.34000015258789,178006,0.0,0.0
2025-09-10 14:00:00+10:00,43.34000015258789,43.459999084472656,43.290000915527344,43.42499923706055,294173,0.0,0.0
2025-09-10 15:00:00+10:00,43.41999816894531,43.540000915527344,43.404998779296875,43.439998626708984,486168,0.0,0.0
2025-09-10 16:00:00+10:00,43.40999984741211,43.40999984741211,43.40999984741211,43.40999984741211,1755564,0.0,0.0
2025-09-11 10:00:00+10:00,43.119998931884766,43.18000030517578,42.81999969482422,42.994998931884766,0,0.0,0.0
2025-09-11 11:00:00+10:00,43.0,43.025001525878906,42.88999938964844,42.91999816894531,213452,0.0,0.0
2025-09-11 12:00:00+10:00,42.90999984741211,42.95000076293945,42.81999969482422,42.935001373291016,195773,0.0,0.0
2025-09-11 13:00:00+10:00,42.939998626708984,43.0,42.849998474121094,42.970001220703125,165796,0.0,0.0
2025-09-11 14:00:00+10:00,42.974998474121094,43.029998779296875,42.81999969482422,43.0099983215332,210622,0.0,0.0
2025-09-11 15:00:00+10:00,43.0099983215332,43.08000183105469,42.959999084472656,43.029998779296875,342381,0.0,0.0
2025-09-11 16:00:00+10:00,43.02000045776367,43.02000045776367,43.02000045776367,43.02000045776367,1291300,0.0,0.0
2025-09-12 10:00:00+10:00,43.439998626708984,43.66999816894531,43.29999923706055,43.58000183105469,0,0.0,0.0
2025-09-12 11:00:00+10:00,43.584999084472656,43.619998931884766,43.5099983215332,43.58000183105469,1101614,0.0,0.0
2025-09-12 12:00:00+10:00,43.58000183105469,43.630001068115234,43.459999084472656,43.529998779296875,196001,0.0,0.0
2025-09-12 13:00:00+10:00,43.529998779296875,43.560001373291016,43.41999816894531,43.45500183105469,145517,0.0,0.0
2025-09-12 14:00:00+10:00,43.45500183105469,43.58000183105469,43.439998626708984,43.54499816894531,177697,0.0,0.0
2025-09-12 15:00:00+10:00,43.54499816894531,43.63999938964844,43.52000045776367,43.54999923706055,329003,0.0,0.0
2025-09-12 16:00:00+10:00,43.540000915527344,43.540000915527344,43.540000915527344,43.540000915527344,997328,0.0,0.0
2025-09-15 10:00:00+10:00,43.404998779296875,43.650001525878906,43.279998779296875,43.59000015258789,0,0.0,0.0
2025-09-15 11:00:00+10:00,43.59000015258789,43.79999923706055,43.59000015258789,43.70000076293945,241451,0.0,0.0
2025-09-15 12:00:00+10:00,43.69499969482422,43.77000045776367,43.63999938964844,43.7400016784668,163789,0.0,0.0
2025-09-15 13:00:00+10:00,43.7400016784668,43.97999954223633,43.689998626708984,43.915000915527344,196034,0.0,0.0
2025-09-15 14:00:00+10:00,43.915000915527344,44.0,43.88999938964844,43.97999954223633,200788,0.0,0.0
2025-09-15 15:00:00+10:00,43.97999954223633,44.0,43.869998931884766,43.95000076293945,538461,0.0,0.0
2025-09-15 16:00:00+10:00,43.790000915527344,43.790000915527344,43.790000915527344,43.790000915527344,1071212,0.0,0.0
2025-09-16 10:00:00+10:00,43.900001525878906,43.9900016784668,43.63999938964844,43.91999816894531,0,0.0,0.0
2025-09-16 11:00:00+10:00,43.915000915527344,44.040000915527344,43.869998931884766,43.97999954223633,1085388,0.0,0.0
2025-09-16 12:00:00+10:00,43.970001220703125,44.06999969482422,43.95000076293945,44.029998779296875,258222,0.0,0.0
2025-09-16 13:00:00+10:00,44.029998779296875,44.16999816894531,44.029998779296875,44.11000061035156,329863,0.0,0.0
2025-09-16 14:00:00+10:00,44.11000061035156,44.2400016784668,44.099998474121094,44.14500045776367,304142,0.0,0.0
2025-09-16 15:00:00+10:00,44.150001525878906,44.20000076293945,44.04999923706055,44.18000030517578,398645,0.0,0.0
2025-09-16 16:00:00+10:00,44.09000015258789,44.09000015258789,44.09000015258789,44.09000015258789,1299647,0.0,0.0
2025-09-17 10:00:00+10:00,43.869998931884766,43.95000076293945,43.52000045776367,43.63999938964844,0,0.0,0.0
2025-09-17 11:00:00+10:00,43.6349983215332,43.7599983215332,43.55500030517578,43.619998931884766,391086,0.0,0.0
2025-09-17 12:00:00+10:00,43.625,43.709999084472656,43.4900016784668,43.61000061035156,257379,0.0,0.0
2025-09-17 13:00:00+10:00,43.60499954223633,43.65999984741211,43.525001525878906,43.54999923706055,225238,0.0,0.0
2025-09-17 14:00:00+10:00,43.55500030517578,43.6349983215332,43.5,43.540000915527344,434998,0.0,0.0
2025-09-17 15:00:00+10:00,43.53499984741211,43.540000915527344,43.349998474121094,43.40999984741211,635519,0.0,0.0
2025-09-17 16:00:00+10:00,43.400001525878906,43.41999816894531,43.400001525878906,43.41999816894531,1835258,0.0,0.0
2025-09-18 10:00:00+10:00,43.33000183105469,43.66999816894531,43.310001373291016,43.529998779296875,0,0.0,0.0
2025-09-18 11:00:00+10:00,43.52000045776367,43.709999084472656,43.47999954223633,43.60499954223633,321298,0.0,0.0
2025-09-18 12:00:00+10:00,43.61000061035156,43.6150016784668,43.3849983215332,43.540000915527344,272520,0.0,0.0
2025-09-18 13:00:00+10:00,43.53499984741211,43.6150016784668,43.470001220703125,43.5099983215332,240096,0.0,0.0
2025-09-18 14:00:00+10:00,43.5099983215332,43.814998626708984,43.5099983215332,43.779998779296875,311563,0.0,0.0
2025-09-18 15:00:00+10:00,43.78499984741211,43.83000183105469,43.540000915527344,43.540000915527344,311325,0.0,0.0
2025-09-18 16:00:00+10:00,43.36000061035156,43.36000061035156,43.36000061035156,43.36000061035156,1318431,0.0,0.0
2025-09-19 10:00:00+10:00,43.45500183105469,43.70000076293945,43.34000015258789,43.58000183105469,0,0.0,0.0
2025-09-19 11:00:00+10:00,43.584999084472656,43.900001525878906,43.56999969482422,43.685001373291016,584791,0.0,0.0
2025-09-19 12:00:00+10:00,43.685001373291016,43.880001068115234,43.540000915527344,43.7400016784668,381930,0.0,0.0
2025-09-19 13:00:00+10:00,43.744998931884766,43.849998474121094,43.654998779296875,43.689998626708984,359769,0.0,0.0
2025-09-19 14:00:00+10:00,43.689998626708984,43.834999084472656,43.68000030517578,43.78499984741211,273143,0.0,0.0
2025-09-19 15:00:00+10:00,43.790000915527344,43.900001525878906,43.720001220703125,43.81999969482422,448343,0.0,0.0
2025-09-19 16:00:00+10:00,43.790000915527344,43.790000915527344,43.790000915527344,43.790000915527344,7978015,0.0,0.0
2025-09-22 10:00:00+10:00,43.900001525878906,44.20000076293945,43.70000076293945,43.779998779296875,0,0.0,0.0
2025-09-22 11:00:00+10:00,43.77000045776367,43.900001525878906,43.51499938964844,43.56999969482422,307465,0.0,0.0
2025-09-22 12:00:00+10:00,43.56999969482422,43.75,43.560001373291016,43.744998931884766,186134,0.0,0.0
2025-09-22 13:00:00+10:00,43.7400016784668,43.810001373291016,43.65999984741211,43.775001525878906,146686,0.0,0.0
2025-09-22 14:00:00+10:00,43.775001525878906,43.81999969482422,43.599998474121094,43.61000061035156,191125,0.0,0.0
2025-09-22 15:00:00+10:00,43.61000061035156,43.630001068115234,43.560001373291016,43.599998474121094,265734,0.0,0.0
2025-09-22 16:00:00+10:00,43.650001525878906,43.650001525878906,43.54999923706055,43.54999923706055,1367589,0.0,0.0
2025-09-23 10:00:00+10:00,43.58000183105469,43.86000061035156,43.459999084472656,43.665000915527344,0,0.0,0.0
2025-09-23 11:00:00+10:00,43.650001525878906,44.119998931884766,43.61000061035156,44.119998931884766,339781,0.0,0.0
2025-09-23 12:00:00+10:00,44.11000061035156,44.38999938964844,44.08000183105469,44.310001373291016,342816,0.0,0.0
2025-09-23 13:00:00+10:00,44.290000915527344,44.400001525878906,44.25,44.33000183105469,231917,0.0,0.0
2025-09-23 14:00:00+10:00,44.33000183105469,44.34000015258789,44.099998474121094,44.10499954223633,147053,0.0,0.0
2025-09-23 15:00:00+10:00,44.11000061035156,44.2599983215332,44.09000015258789,44.11000061035156,251610,0.0,0.0
2025-09-23 16:00:00+10:00,44.09000015258789,44.09000015258789,44.09000015258789,44.09000015258789,1003620,0.0,0.0
2025-09-24 10:00:00+10:00,43.97999954223633,43.9900016784668,43.65999984741211,43.66999816894531,0,0.0,0.0
2025-09-24 11:00:00+10:00,43.65999984741211,43.70000076293945,43.099998474121094,43.16999816894531,422567,0.0,0.0
2025-09-24 12:00:00+10:00,43.16999816894531,43.415000915527344,43.11000061035156,43.17499923706055,292271,0.0,0.0
2025-09-24 13:00:00+10:00,43.16999816894531,43.28499984741211,43.06999969482422,43.15999984741211,278604,0.0,0.0
2025-09-24 14:00:00+10:00,43.154998779296875,43.15999984741211,42.849998474121094,42.89500045776367,411416,0.0,0.0
2025-09-24 15:00:00+10:00,42.89500045776367,42.939998626708984,42.810001373291016,42.93000030517578,519505,0.0,0.0
2025-09-24 16:00:00+10:00,43.099998474121094,43.099998474121094,43.099998474121094,43.099998474121094,2116567,0.0,0.0
2025-09-25 10:00:00+10:00,42.880001068115234,43.209999084472656,42.66999816894531,43.130001068115234,0,0.0,0.0
2025-09-25 11:00:00+10:00,43.125,43.189998626708984,42.90999984741211,43.16999816894531,291242,0.0,0.0
2025-09-25 12:00:00+10:00,43.165000915527344,43.3650016784668,43.01499938964844,43.04499816894531,346140,0.0,0.0
2025-09-25 13:00:00+10:00,43.04999923706055,43.04999923706055,42.845001220703125,42.86000061035156,423759,0.0,0.0
2025-09-25 14:00:00+10:00,42.85499954223633,43.185001373291016,42.84000015258789,43.150001525878906,302855,0.0,0.0
2025-09-25 15:00:00+10:00,43.150001525878906,43.22999954223633,43.09000015258789,43.185001373291016,368156,0.0,0.0
2025-09-25 16:00:00+10:00,43.220001220703125,43.220001220703125,43.220001220703125,43.220001220703125,1605556,0.0,0.0
2025-09-26 10:00:00+10:00,43.20000076293945,43.380001068115234,43.040000915527344,43.189998626708984,0,0.0,0.0
2025-09-26 11:00:00+10:00,43.189998626708984,43.470001220703125,43.13999938964844,43.439998626708984,231055,0.0,0.0
2025-09-26 12:00:00+10:00,43.439998626708984,43.654998779296875,43.439998626708984,43.63999938964844,180804,0.0,0.0
2025-09-26 13:00:00+10:00,43.619998931884766,43.70000076293945,43.560001373291016,43.68000030517578,139051,0.0,0.0
2025-09-26 14:00:00+10:00,43.68000030517578,43.75,43.5,43.5099983215332,231407,0.0,0.0
2025-09-26 15:00:00+10:00,43.51499938964844,43.654998779296875,43.459999084472656,43.63999938964844,784352,0.0,0.0
2025-09-26 16:00:00+10:00,43.63999938964844,43.63999938964844,43.63999938964844,43.63999938964844,1320321,0.0,0.0
2025-09-29 10:00:00+10:00,43.810001373291016,44.375,43.810001373291016,44.33000183105469,0,0.0,0.0
2025-09-29 11:00:00+10:00,44.31999969482422,44.40999984741211,44.15999984741211,44.2400016784668,264206,0.0,0.0
2025-09-29 12:00:00+10:00,44.2400016784668,44.36000061035156,44.130001068115234,44.18000030517578,250996,0.0,0.0
2025-09-29 13:00:00+10:00,44.18000030517578,44.29999923706055,44.13999938964844,44.165000915527344,153252,0.0,0.0
2025-09-29 14:00:00+10:00,44.16999816894531,44.220001220703125,44.04999923706055,44.125,228075,0.0,0.0
2025-09-29 15:00:00+10:00,44.119998931884766,44.34000015258789,44.099998474121094,44.279998779296875,318954,0.0,0.0
2025-09-29 16:00:00+10:00,44.290000915527344,44.290000915527344,44.290000915527344,44.290000915527344,1550245,0.0,0.0
2025-09-30 10:00:00+10:00,44.154998779296875,44.22999954223633,43.959999084472656,44.15999984741211,0,0.0,0.0
2025-09-30 11:00:00+10:00,44.150001525878906,44.2599983215332,44.08000183105469,44.1150016784668,151290,0.0,0.0
2025-09-30 12:00:00+10:00,44.1150016784668,44.20000076293945,43.900001525878906,44.16999816894531,227017,0.0,0.0
2025-09-30 13:00:00+10:00,44.15999984741211,44.20000076293945,43.970001220703125,44.04499816894531,407054,0.0,0.0
2025-09-30 14:00:00+10:00,44.04499816894531,44.189998626708984,43.90999984741211,44.02000045776367,212032,0.0,0.0
2025-09-30 15:00:00+10:00,44.025001525878906,44.125,44.0,44.119998931884766,262482,0.0,0.0
2025-09-30 16:00:00+10:00,44.150001525878906,44.150001525878906,44.150001525878906,44.150001525878906,1738519,0.0,0.0
2025-10-01 10:00:00+10:00,44.060001373291016,44.20000076293945,43.93000030517578,44.119998931884766,0,0.0,0.0
2025-10-01 11:00:00+10:00,44.119998931884766,44.150001525878906,43.744998931884766,43.779998779296875,368673,0.0,0.0
2025-10-01 12:00:00+10:00,43.779998779296875,43.8650016784668,43.63999938964844,43.83000183105469,147947,0.0,0.0
2025-10-01 13:00:00+10:00,43.84000015258789,43.84000015258789,43.68000030517578,43.70500183105469,191158,0.0,0.0
2025-10-01 14:00:00+10:00,43.709999084472656,43.90999984741211,43.70000076293945,43.880001068115234,299507,0.0,0.0
2025-10-01 15:00:00+10:00,43.880001068115234,44.060001373291016,43.86000061035156,43.9900016784668,311359,0.0,0.0
2025-10-01 16:00:00+10:00,44.0,44.0099983215332,44.0,44.0099983215332,1337324,0.0,0.0
2025-10-02 10:00:00+10:00,44.09000015258789,44.4900016784668,44.02000045776367,44.38999938964844,0,0.0,0.0
2025-10-02 11:00:00+10:00,44.400001525878906,44.685001373291016,44.349998474121094,44.6349983215332,361263,0.0,0.0
2025-10-02 12:00:00+10:00,44.619998931884766,44.625,44.400001525878906,44.459999084472656,172820,0.0,0.0
2025-10-02 13:00:00+10:00,44.459999084472656,44.53499984741211,44.39500045776367,44.529998779296875,172125,0.0,0.0
2025-10-02 14:00:00+10:00,44.53499984741211,44.599998474121094,44.38999938964844,44.560001373291016,230150,0.0,0.0
