Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-09-08 00:00:00+10:00,168.0,168.24000549316406,166.58999633789062,168.24000549316406,1221001,0.0,0.0
2025-09-09 00:00:00+10:00,168.24000549316406,168.24000549316406,165.3800048828125,166.0800018310547,1967975,0.0,0.0
2025-09-10 00:00:00+10:00,167.0,169.1699981689453,166.91000366210938,168.5399932861328,1448532,0.0,0.0
2025-09-11 00:00:00+10:00,168.58999633789062,168.58999633789062,166.82000732421875,167.77000427246094,1257595,0.0,0.0
2025-09-12 00:00:00+10:00,167.41000366210938,170.0,167.36000061035156,169.97000122070312,1236459,0.0,0.0
2025-09-15 00:00:00+10:00,168.69000244140625,168.97999572753906,167.74000549316406,168.89999389648438,1867293,0.0,0.0
2025-09-16 00:00:00+10:00,169.10000610351562,169.1300048828125,167.77999877929688,168.3300018310547,1390961,0.0,0.0
2025-09-17 00:00:00+10:00,168.4199981689453,169.1649932861328,167.89500427246094,168.14999389648438,1613610,0.0,0.0
2025-09-18 00:00:00+10:00,167.6999969482422,168.35000610351562,164.3300018310547,164.3300018310547,2379309,0.0,0.0
2025-09-19 00:00:00+10:00,166.52000427246094,166.9499969482422,165.42999267578125,166.1699981689453,4607592,0.0,0.0
2025-09-22 00:00:00+10:00,166.4499969482422,167.39999389648438,164.92999267578125,165.57000732421875,1272323,0.0,0.0
2025-09-23 00:00:00+10:00,166.0,168.6750030517578,164.9600067138672,166.8699951171875,1375851,0.0,0.0
2025-09-24 00:00:00+10:00,165.9499969482422,166.8000030517578,163.19000244140625,164.52999877929688,2009907,0.0,0.0
2025-09-25 00:00:00+10:00,163.69000244140625,164.8800048828125,162.5399932861328,163.74000549316406,1607175,0.0,0.0
2025-09-26 00:00:00+10:00,164.13999938964844,165.2100067138672,163.19000244140625,164.8800048828125,1546068,0.0,0.0
2025-09-29 00:00:00+10:00,165.0,169.3800048828125,164.75999450683594,168.42999267578125,1809099,0.0,0.0
2025-09-30 00:00:00+10:00,167.14999389648438,168.22999572753906,165.80999755859375,166.89999389648438,1882707,0.0,0.0
2025-10-01 00:00:00+10:00,166.52000427246094,167.8350067138672,165.125,167.05999755859375,1720182,0.0,0.0
2025-10-02 00:00:00+10:00,167.63999938964844,170.9499969482422,167.39999389648438,169.82000732421875,1995544,0.0,0.0
2025-10-03 00:00:00+10:00,168.75,171.0,168.5,170.3800048828125,1492004,0.0,0.0
2025-10-06 00:00:00+11:00,170.94000244140625,171.86000061035156,169.30999755859375,169.9600067138672,780666,0.0,0.0
