Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-09-08 00:00:00+10:00,91.72000122070312,92.16999816894531,91.29000091552734,91.79000091552734,1485250,0.0,0.0
2025-09-09 00:00:00+10:00,91.79000091552734,92.29000091552734,90.91000366210938,92.29000091552734,1514312,0.0,0.0
2025-09-10 00:00:00+10:00,91.6500015258789,92.98999786376953,91.61000061035156,92.83999633789062,1252933,0.0,0.0
2025-09-11 00:00:00+10:00,92.94999694824219,93.5,92.12999725341797,92.5199966430664,1605948,0.0,0.0
2025-09-12 00:00:00+10:00,93.19999694824219,93.30000305175781,92.08999633789062,92.6500015258789,1165088,0.0,0.0
2025-09-15 00:00:00+10:00,91.77999877929688,93.04000091552734,91.66000366210938,93.02999877929688,990650,0.0,0.0
2025-09-16 00:00:00+10:00,93.54000091552734,94.4000015258789,93.20999908447266,94.19999694824219,1598372,0.0,0.0
2025-09-17 00:00:00+10:00,93.6500015258789,93.80999755859375,91.93000030517578,92.43000030517578,1441171,0.0,0.0
2025-09-18 00:00:00+10:00,92.43000030517578,93.11000061035156,91.20999908447266,92.47000122070312,1936771,0.0,0.0
2025-09-19 00:00:00+10:00,92.5,93.88999938964844,92.30000305175781,93.08000183105469,4000459,0.0,0.0
2025-09-22 00:00:00+10:00,93.56999969482422,93.87000274658203,92.57499694824219,92.9000015258789,725186,0.0,0.0
2025-09-23 00:00:00+10:00,92.81999969482422,93.72000122070312,92.0199966430664,93.0999984741211,903783,0.0,0.0
2025-09-24 00:00:00+10:00,92.80000305175781,93.0,91.40499877929688,92.08000183105469,1205492,0.0,0.0
2025-09-25 00:00:00+10:00,91.77999877929688,93.06999969482422,91.4000015258789,92.36000061035156,1438161,0.0,0.0
2025-09-26 00:00:00+10:00,92.91999816894531,92.98999786376953,91.44000244140625,92.12999725341797,1029791,0.0,0.0
2025-09-29 00:00:00+10:00,92.0,93.04000091552734,91.87999725341797,92.41999816894531,887159,0.0,0.0
2025-09-30 00:00:00+10:00,92.94999694824219,92.97000122070312,91.9000015258789,92.0199966430664,1227492,0.0,0.0
2025-10-01 00:00:00+10:00,92.30000305175781,92.37999725341797,90.5199966430664,90.80999755859375,1131629,0.0,0.0
2025-10-02 00:00:00+10:00,91.26000213623047,92.12999725341797,90.2699966430664,91.44000244140625,1307918,0.0,0.0
2025-10-03 00:00:00+10:00,91.66999816894531,91.80000305175781,91.16999816894531,91.55000305175781,1199264,0.0,0.0
2025-10-06 00:00:00+11:00,91.80000305175781,91.87999725341797,91.02999877929688,91.51000213623047,565992,0.0,0.0
