Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-09-08 00:00:00+10:00,208.78398085163383,211.32445316412438,208.18098690389127,210.91915893554688,961862,0.0,0.0
2025-09-09 00:00:00+10:00,212.0,212.4199981689453,208.75999450683594,209.94000244140625,1150528,2.450832,0.0
2025-09-10 00:00:00+10:00,209.55999755859375,211.69000244140625,208.60000610351562,210.92999267578125,766988,0.0,0.0
2025-09-11 00:00:00+10:00,210.1999969482422,210.88999938964844,204.8000030517578,205.80999755859375,1481808,0.0,0.0
2025-09-12 00:00:00+10:00,206.0,210.1199951171875,205.89999389648438,207.82000732421875,1061162,0.0,0.0
2025-09-15 00:00:00+10:00,204.58999633789062,205.5500030517578,203.0,204.47999572753906,1373225,0.0,0.0
2025-09-16 00:00:00+10:00,203.5800018310547,204.19500732421875,200.66000366210938,201.91000366210938,1160156,0.0,0.0
2025-09-17 00:00:00+10:00,201.88999938964844,202.89999389648438,200.39999389648438,201.07000732421875,1266750,0.0,0.0
2025-09-18 00:00:00+10:00,200.5800018310547,201.46499633789062,198.33999633789062,198.33999633789062,2107594,0.0,0.0
2025-09-19 00:00:00+10:00,200.97999572753906,203.69000244140625,198.3699951171875,198.3699951171875,3357032,0.0,0.0
2025-09-22 00:00:00+10:00,197.0,200.1300048828125,196.8000030517578,199.24000549316406,743390,0.0,0.0
2025-09-23 00:00:00+10:00,200.0,200.6300048828125,198.32000732421875,199.94000244140625,926181,0.0,0.0
2025-09-24 00:00:00+10:00,199.89999389648438,199.89999389648438,196.80999755859375,197.33999633789062,1118618,0.0,0.0
2025-09-25 00:00:00+10:00,196.0,199.27999877929688,195.6699981689453,197.99000549316406,1032916,0.0,0.0
2025-09-26 00:00:00+10:00,196.1999969482422,196.5,189.8000030517578,194.22999572753906,1942206,0.0,0.0
2025-09-29 00:00:00+10:00,196.5,200.9499969482422,196.3300018310547,199.0,1013556,0.0,0.0
2025-09-30 00:00:00+10:00,200.00999450683594,201.55999755859375,197.8000030517578,198.1999969482422,996080,0.0,0.0
2025-10-01 00:00:00+10:00,198.52000427246094,200.44000244140625,198.0399932861328,198.8000030517578,872641,0.0,0.0
2025-10-02 00:00:00+10:00,203.5,207.0449981689453,201.89999389648438,206.24000549316406,1623950,0.0,0.0
2025-10-03 00:00:00+10:00,206.39999389648438,207.7899932861328,205.2949981689453,207.7899932861328,1496506,0.0,0.0
2025-10-06 00:00:00+11:00,209.8000030517578,209.99000549316406,204.47999572753906,205.6699981689453,611806,0.0,0.0
